epoch,loss,train_acc,test_acc,rate_hz,epoch_seconds
86,16.257730960845947,99.69347719470328,80.03533568904594,9.915188073293434,3.3351094000008743
87,16.53926968574524,99.68121628249142,79.28445229681978,9.921734310821789,3.3336944000002404
88,16.367675065994263,99.70573810691515,81.05123674911661,9.90982512155545,3.3073595999994723
89,16.194681525230408,99.86512996566944,80.3886925795053,9.896603032851582,3.3047509000007267
90,16.10635331273079,99.7670426679745,79.41696113074205,9.904655841941516,3.286268800000471
91,16.018169283866882,99.84060814124571,80.07950530035336,9.8982538856555,3.284893899999588
92,16.15026879310608,99.79156449239824,79.28445229681978,9.90421641276361,3.2822773000007146
93,15.93967679142952,99.81608631682197,80.43286219081273,9.893125914778997,3.2775404999993043
94,16.007300406694412,99.86512996566944,80.65371024734982,9.886890989474773,3.2825327000009565
95,15.975790411233902,99.86512996566944,81.13957597173145,9.896591657981855,3.3516163999993296
96,16.02270269393921,99.77930358018637,78.75441696113074,9.887047842941547,3.497261799999251
97,15.983723640441895,99.80382540461011,79.24028268551237,9.889547919572246,3.275168800000756
98,16.212579518556595,99.7670426679745,77.56183745583039,9.876623373513363,3.2726294999993115
99,16.40495577454567,99.71799901912702,79.28445229681978,9.873174692615098,3.2800596999986738
100,16.88062673807144,99.70573810691515,76.89929328621908,9.87125443500184,3.2824647999987064
