drive_kind,test_acc,rate_hz,median_epoch_s
constant,80.07950530035336,10.262357778207761,11.570816750000631
sine,81.2279151943463,10.013499874996167,12.521394350000264
pqc,81.49293286219081,9.87125443500184,12.518260250000822
